,Line,Spkr,StTime,Content,EnTime,Label,Aux
0,14,DCB_se1_ag2_m_02,13.9100,the culture that it has and,"15.4907
",HV_P,has
1,16,DCB_se1_ag2_m_02,16.2850,how it's different from different places.,"18.2175
",BE_P,'s
2,20,DCB_se1_ag2_m_02,20.6887,every time I go out of town- I've been out of town,"22.7815
",HV_P,'ve
3,28,DCB_se1_ag2_m_02,29.6294,it's a different re- it's a respect that come with it.,"31.6808
",BE_P,'s
4,28,DCB_se1_ag2_m_02,29.6294,it's a different re- it's a respect that come with it.,"31.6808
",BE_P,'s
5,30,DCB_se1_ag2_m_02,32.9047,Just that's what I feel.,"34.2327
",BE_P,'s
6,41,DCB_se1_ag2_m_02,47.1250,"uh, be dressed nice, have nice things.","49.6705
",HV_P,have
7,51,DCB_se1_ag2_m_02,57.4614,Whether they're successful or not.,"58.7852
",BE_N,not
8,51,DCB_se1_ag2_m_02,57.4614,Whether they're successful or not.,"58.7852
",BE_P,'re
9,57,DCB_se1_ag2_m_02,62.0527,[The] image- the image I [think is] what it is.,"64.6842
",BE_P,is
10,57,DCB_se1_ag2_m_02,62.0527,[The] image- the image I [think is] what it is.,"64.6842
",BE_P,is
11,59,DCB_se1_ag2_m_02,65.5639,It's- it's more so-,"66.7714
",BE_P,'s
12,59,DCB_se1_ag2_m_02,65.5639,It's- it's more so-,"66.7714
",BE_P,'s
13,61,DCB_se1_ag2_m_02,67.3448,"In some situations, I think it's the image that people try to uphold.","70.6932
",BE_P,'s
14,63,DCB_se1_ag2_m_02,71.4506,It's like a- a area where it's dog eat dog,"74.1660
",BE_P,'s
15,63,DCB_se1_ag2_m_02,71.4506,It's like a- a area where it's dog eat dog,"74.1660
",BE_P,'s
16,69,DCB_se1_ag2_m_02,78.4175,But I- that's just my opinion of it.,"80.4660
",BE_P,'s
17,75,DCB_se1_ag2_m_02,90.9201,"Uh, I mean to be honest with you I just think it's,","93.5676
",BE_P,'s
18,79,DCB_se1_ag2_m_02,94.8675,it's a lack of communications amongst people,"97.7696
",BE_P,'s
19,89,DCB_se1_ag2_m_02,106.5020,"might not like a neighborhood over here for no reason at all,","109.7271
",BE_N,not
20,95,DCB_se1_ag2_m_02,114.1871,have a little bit more than this neighborhood.,"116.2297
",HV_P,have
21,105,DCB_se1_ag2_m_02,123.6384,"You know, so it's like a-","124.7710
",BE_P,'s
22,111,DCB_se1_ag2_m_02,130.4596,have their image of being,"131.9195
",HV_P,have
23,120,DCB_se1_ag2_m_02,145.6988,"Yeah the neighbor- the neighborhood is definitely not rich. I mean everybody tryna make a way,","149.5143
",BE_N,not
24,120,DCB_se1_ag2_m_02,145.6988,"Yeah the neighbor- the neighborhood is definitely not rich. I mean everybody tryna make a way,","149.5143
",BE_P,is
25,130,DCB_se1_ag2_m_02,160.6365,"you know, just- I- I think what it is is that DC got a, uh,","163.9819
",BE_P,is
26,142,DCB_se1_ag2_m_02,176.8880,has left like a-,"177.8579
",HV_P,has
