,Line,Spkr,StTime,Content,EnTime,Label,Aux
0,2,DCB_se3_ag2_f_01,3.1264,"Um, it's fun.","4.2916
",BE_P,'s
1,6,DCB_se3_ag2_f_01,5.1971,it's really festive.,"6.4449
",BE_P,'s
2,10,DCB_se3_ag2_f_01,9.5826,since it's my birthday,"10.7478
",BE_P,'s
3,40,DCB_se3_ag2_f_01,43.0345,"um, which I guess is like,","44.4384
",BE_P,is
4,50,DCB_se3_ag2_f_01,52.4320,"I think the technical term for my neighborhood I live in now is like,","55.6593
",BE_P,is
5,52,DCB_se3_ag2_f_01,56.2700,East Colonial Village but I've never heard anyone refer to it that way.,"60.3342
",HV_P,'ve
6,54,DCB_se3_ag2_f_01,60.5081,"But it's like,","61.4347
",BE_P,'s
7,58,DCB_se3_ag2_f_01,65.3936,"and my address there is, uh,","67.0907
",BE_P,is
8,74,DCB_se3_ag2_f_01,95.3866,And now I'm at college at Georgetown.,"97.1760
",BE_P,'m
9,78,DCB_se3_ag2_f_01,104.0243,I'm a junior.,"104.7473
",BE_P,'m
10,80,DCB_se3_ag2_f_01,106.6847,"Um, I'm a Psychology major","108.2149
",BE_P,'m
11,92,DCB_se3_ag2_f_01,132.4730,I don't know what-,"133.1188
",DO_N,don't
12,96,DCB_se3_ag2_f_01,137.4638,But I don't know what that neighborhood is called.,"138.9470
",DO_N,don't
13,96,DCB_se3_ag2_f_01,137.4638,But I don't know what that neighborhood is called.,"138.9470
",BE_P,is
14,98,DCB_se3_ag2_f_01,141.9897,"<ts> Uh, my dad's an architect. He actually works here at Georgetown","145.2943
",BE_P,'s
15,132,DCB_se3_ag2_f_01,175.9752,[My dad's] /RD-NAME-4/?,"177.3229
",BE_P,'s
16,136,DCB_se3_ag2_f_01,180.1501,[<ts> It's really crazy.],"181.1500
",BE_P,'s
17,144,DCB_se3_ag2_f_01,185.7095,<ts> My mom's also an architect. She's-,"187.6523
",BE_P,'s
18,144,DCB_se3_ag2_f_01,185.7095,<ts> My mom's also an architect. She's-,"187.6523
",BE_P,'s
19,147,DCB_se3_ag2_f_01,188.5859,"She's with the Smithsonian. Um, she used to work at the zoo, and now she's like downtown","194.0664
",BE_P,'s
20,147,DCB_se3_ag2_f_01,188.5859,"She's with the Smithsonian. Um, she used to work at the zoo, and now she's like downtown","194.0664
",BE_P,'s
21,153,DCB_se3_ag2_f_01,197.1129,I don't know which specific museum.,"198.5561
",DO_N,don't
22,155,DCB_se3_ag2_f_01,198.6766,Cause she works with all of them so I don't know where she is,"200.6350
",DO_N,don't
23,155,DCB_se3_ag2_f_01,198.6766,Cause she works with all of them so I don't know where she is,"200.6350
",BE_P,is
24,165,DCB_se3_ag2_f_01,212.3191,"which she still does work on. And then now,","214.4109
",DO_P,does
25,169,DCB_se3_ag2_f_01,216.1150,"I don't really know cause the job is really new. Like, she just moved down there.","219.4212
",DO_N,don't
26,169,DCB_se3_ag2_f_01,216.1150,"I don't really know cause the job is really new. Like, she just moved down there.","219.4212
",BE_P,is
27,171,DCB_se3_ag2_f_01,219.7230,"Um, but I think she's just /involved/ in like, exhibit design and like,","223.2106
",BE_P,'s
28,225,DCB_se3_ag2_f_01,281.0988,and then the grandfather's name was Douglas.,"282.8450
",BE_P,'s
29,229,DCB_se3_ag2_f_01,285.8283,"Douglas's- the grandfather's son,","288.2149
",BE_P,'s
30,229,DCB_se3_ag2_f_01,285.8283,"Douglas's- the grandfather's son,","288.2149
",BE_P,'s
31,255,DCB_se3_ag2_f_01,306.9293,"her and my mom are really good friends and actually when we moved,","309.9725
",BE_P,are
32,263,DCB_se3_ag2_f_01,318.3747,"um, cause my parents are architects they were always like updating the house and we added a balcony","322.5162
",BE_P,are
33,329,DCB_se3_ag2_f_01,383.4709,the one who didn't,"384.3817
",DO_N,didn't
34,331,DCB_se3_ag2_f_01,384.5291,"have a name that began with a D,","385.7505
",HV_P,have
35,353,DCB_se3_ag2_f_01,406.6145,and we think they hid drugs under my dad's car and then came back and got them later.,"409.9892
",BE_P,'s
