,StTime,line,token,type
0,2373.9992,sheesh. This stuff ain't no joke.,ain't,ain't
1,11.7158,"They kind of refer to it as Hillcrest. It's not like a neighborhood. It's more for like, older",'s not,AA1
2,184.5427,"because I'm not gonna say that I was spoiled, but I was spoiled.",'m not,AA1
3,307.4452,"So it was interesting. Um, I'm not gonna say I was scared, almost- because I knew my best friend kind of knew everybody in the neighborhood. And I had went to school",'m not,AA1
4,394.3162,"I couldn't get on the computer or something, and I was just like, well I don't care. I got five computers at home. I'm not pressed to get on your computer. And it ended up /to/",'m not,AA1
5,445.7392,"So it's like a neighborhood school. It's not like a school, like, oh I'm sending my child there. No.",'s not,AA1
6,1223.0957,"and it's this other um, Greek organization that's not Divine Nine, but New Zeta Epsilon. They're Christian based.",'s not,AA1
7,1393.7022,That's not your daughter.,'s not,AA1
8,2022.9823,I mean I don't know. I'm not gonna say I'm not a history,'m not,AA1
9,2022.9823,I mean I don't know. I'm not gonna say I'm not a history,'m not,AA1
10,2162.5024,"It was some parts, [but it's not all bad.]",'s not,AA1
11,2190.2607,"[So, I'm not gonna say] it like, it was just random sweet sixteen. But um,",'m not,AA1
12,2527.1968,"but because of how my grandfather treated me- I'm not gonna say people envied it, but they really just didn't like me.",'m not,AA1
13,2567.7451,"and we wasn't even friends necessarily, and I'm just like, that's weird. Uh- it's not my fault. Like,",'s not,AA1
14,2744.0486,"But it's different now, and I'm not into the club scene no more.",'m not,AA1
15,2793.6806,"S- kind of sort of. So I'm the link, so- Well I'm not- I'm not the link, and I wasn't the link.",'m not,AA1
16,2793.6806,"S- kind of sort of. So I'm the link, so- Well I'm not- I'm not the link, and I wasn't the link.",'m not,AA1
17,2806.3556,it's not funny but,'s not,AA1
18,2811.5769,"in church which is not to have sex [until] your married,",is not,AA1
19,2946.6077,I'm not gonna be able to go.,'m not,AA1
20,3109.1020,"And she was kind of like- I'm not gonna say she was reserved, but she was like,",'m not,AA1
21,3164.2118,"It's not in my phone. I [didn't save it to my] phone. It's like, on a website",'s not,AA1
22,3251.4017,"So I was at that point where /RD-NAME-2/ was like, oh /RD-NAME-3/, I did it, you know what I'm saying? Now I'm not the last one not to have my license. You should be next. You should go.",'m not,AA1
23,3263.9939,"getting the car, it's not- it's not good for me. I'm talking about like, if a",'s not,AA1
24,3263.9939,"getting the car, it's not- it's not good for me. I'm talking about like, if a",'s not,AA1
25,71.4947,"[I know, that's] what everybody says. [/But I don't know/.]",don't,AA2
26,86.5116,I have no idea., have ,AA2
27,114.3425,So my grandfather would have been my father figure., have ,AA2
28,117.4657,I don't know if you want to use him.,don't,AA2
29,146.9202,"because if they didn't, I wouldn't have been able to get insurance and stuff like that.", have ,AA2
30,182.3021,I think it- it may have been both, have ,AA2
31,206.2331,"and then after- because she was still young, I think it may have been like a type of", have ,AA2
32,240.1751,"I don't want to say they kept me sheltered in, but I didn't live in a neighborhood. So,",don't,AA2
33,272.2533,and I used to have to beg, have ,AA2
34,394.3162,"I couldn't get on the computer or something, and I was just like, well I don't care. I got five computers at home. I'm not pressed to get on your computer. And it ended up /to/",don't,AA2
35,450.2425,[It's a school that you don't] want to go to. I'm talking my grandfather and grandmother was in tears.,don't,AA2
36,570.2742,"my grandfather and the principal at my school thought that I was in a gang. It was a hard time for my grandpa. They're like, oh my gosh, I shouldn't have sent you here, because I became", have ,AA2
37,644.6383,"So I'm with everybody that wants to do work, that wants to do well as opposed to me doing work and walking around like, play fighting and", do ,AA2
38,644.6383,"So I'm with everybody that wants to do work, that wants to do well as opposed to me doing work and walking around like, play fighting and", do ,AA2
39,786.9224,"wasn't having sex, so I don't even know",don't,AA2
40,794.7036,"[But you would think that- But it would th-] But it would think that you- It would make you want to go out and do those things, and it didn't for me. I think I waited til college until I started doing all that.", do ,AA2
41,1034.3625,"We did do step shows, but um,", do ,AA2
42,1095.0433,[I love the Iotas too.] They don't.,don't,AA2
43,1179.9672,"body have seen on the campus. And they came to us like,", have ,AA2
44,1187.7018,"where the campus got to vote like, which sorority do you like the most? Who's doing the most? I'm talking about /we adopted floors/.", do ,AA2
45,1206.3920,"Even though they do community stuff, most of it is social.", do ,AA2
46,1216.1584,On campus it would have had to be, have ,AA2
47,1239.0218,"[Right, so we would host-] So we- We might host, let's say- For Halloween every year we would do like, this um-", do ,AA2
48,1284.6438,But I feel like I should have went with social work., have ,AA2
49,1298.0240,"[I feel like it's connected too] cause I feel like, with dealing with that you have to learn how to communicate. If you know- You have to learn how to", have ,AA2
50,1298.0240,"[I feel like it's connected too] cause I feel like, with dealing with that you have to learn how to communicate. If you know- You have to learn how to", have ,AA2
51,1308.4479,but I definitely thought I should have went into social work. But I don't feel like I had to go into social work to be in social work.,don't,AA2
52,1308.4479,but I definitely thought I should have went into social work. But I don't feel like I had to go into social work to be in social work., have ,AA2
53,1351.4551,"I got to know about all doctor's appointments, got to give my decision, no, I don't think he should go there.",don't,AA2
54,1388.4436,"and I call her Ma, she be like, oh, don't call me Ma in public. /We/ try and guess my age. And we always laugh about it cause we be like,",don't,AA2
55,1401.8600,"I still have that respect for my mother like,", have ,AA2
56,1415.6552,"[<laugh>] But yeah. We have that mother daughter relationship, but it's more like sisters cause she's so young. So like, a lot of stuff like, you can't really get away on her cause l-", have ,AA2
57,1425.2398,[/I think I have a good-/], have ,AA2
58,1478.4856,I don't have no aunts at all.,don't,AA2
59,1478.4856,I don't have no aunts at all., have ,AA2
60,1528.0311,"We don't do Sunday dinner,", do ,AA2
61,1528.0311,"We don't do Sunday dinner,",don't,AA2
62,1543.2660,"But we get together, like we have to see each other, like at least once out the week.", have ,AA2
63,1547.5045,"So we don't go like, weeks without seeing each other.",don't,AA2
64,1695.1617,"even in like, here, DC, people always take you to the monument, they take you to the capitol, but you don't get to see like,",don't,AA2
65,1765.2700,I just don't want,don't,AA2
66,1824.0326,I really don't know cause I feel like she gonna get more freedom.,don't,AA2
67,1828.5170,[No.] So I feel like she's gonna do more., do ,AA2
68,1831.5652,"She do a lot now, under scope, and had a lot of things that even like, somethings that we know that her mom don't know.", do ,AA2
69,1831.5652,"She do a lot now, under scope, and had a lot of things that even like, somethings that we know that her mom don't know.",don't,AA2
70,1844.8473,[/You don't want/- It c- /calms/ you down?],don't,AA2
71,1863.0235,[But I think she'll do- I think she'll] do fine. I know she's nervous. It's funny cause we just had this conversation, do ,AA2
72,1873.4393,"She just like, hope she do well. [And-]", do ,AA2
73,1883.5333,"Nothing wrong with her being in a group chat, but /they- have like-/ the DMV", have ,AA2
74,1950.5484,"in my most recent years. Um, don't go to the monument. Don't hang out at all the museums and stuff like that. No.",don't,AA2
75,1950.5484,"in my most recent years. Um, don't go to the monument. Don't hang out at all the museums and stuff like that. No.",don't,AA2
76,2022.9823,I mean I don't know. I'm not gonna say I'm not a history,don't,AA2
77,2030.6563,[Would I do it] now?, do ,AA2
78,2032.0162,"I will, but if I do it now, I want to do it more like a-", do ,AA2
79,2032.0162,"I will, but if I do it now, I want to do it more like a-", do ,AA2
80,2156.0175,"our McDonalds. But you don't see that stuff. You just see like,",don't,AA2
81,2215.8123,what better way can you do that?, do ,AA2
82,2219.9716,"I don't want to say people hated me, but",don't,AA2
83,2237.8912,Oh you going to Egypt. You got to have the, have ,AA2
84,2247.9899,"every minute. And it became a thing to where everybody else didn't have a phone, so it was kind of like, they was paying me-", have ,AA2
85,2264.3299,"No, I feel like things have changed, and it's weird because", have ,AA2
86,2276.0314,"You'll never have to drive, ever in your life. Like you're gonna be chauffeured everywhere you go.", have ,AA2
87,2344.1904,"[No. I live] in- I live up the street now. So I live with my grandma but I don't pay like,",don't,AA2
88,2378.8288,"[But even] like, college, like I didn't have to work. Like, it was just call home. Send me money.", have ,AA2
89,2458.1826,"You gonna have to learn how to do this, and do that, do this, do- So, he kind of told me like,", do ,AA2
90,2458.1826,"You gonna have to learn how to do this, and do that, do this, do- So, he kind of told me like,", do ,AA2
91,2458.1826,"You gonna have to learn how to do this, and do that, do this, do- So, he kind of told me like,", do ,AA2
92,2458.1826,"You gonna have to learn how to do this, and do that, do this, do- So, he kind of told me like,", have ,AA2
93,2461.4299,"how to do this, how to do this.", do ,AA2
94,2461.4299,"how to do this, how to do this.", do ,AA2
95,2518.8618,[And it made people hate me.] Even- [/People/.] Cause I was- I don't feel like I was like-,don't,AA2
96,2662.4395,It was weird because I don't like being hot.,don't,AA2
97,2672.7340,you really don't want to dress dress up because people gonna step on your shoes. You have to be ready for that.,don't,AA2
98,2672.7340,you really don't want to dress dress up because people gonna step on your shoes. You have to be ready for that., have ,AA2
99,2811.5769,"in church which is not to have sex [until] your married,", have ,AA2
100,2884.3089,"And so, /RD-NAME-2/ grandma worked on the fire department. And so, once they knew that their grandkids was going to the same school. /So it was all,/ y'all have to go see each other!", have ,AA2
101,2919.6340,"when the Fab Five started it became a every weekend thing. Like, we had to do something every weekend. We was going out of town.", do ,AA2
102,2925.0837,We was big on birthdays. We do it real big for each other's birthday., do ,AA2
103,2954.7676,"Uh, she was just like, I know I'm'a have something to do.", have ,AA2
104,2957.7218,So I have to pull out., have ,AA2
105,3056.5475,"but she didn't know what else to do with us, so they prayed over us in church. And it's funny, that's how I Ms. /RD-NAME-1/", do ,AA2
106,3146.2398,"reopening that, has put me at a set back in a sense that, I didn't want to see how she died.", has ,AA2
107,3152.2817,"And so the fact that video has to keep like,", has ,AA2
108,3161.7498,I don't. It's on the news.,don't,AA2
109,3168.1664,"[of the news.] Yeah I don't look at it. [Like even] if I show people like, I won't look at it.",don't,AA2
110,3211.9558,She was working on her Masters. She would have been, have ,AA2
