Line	Spkr	StTime	Content	EnTime
76	DCB_int_01	133.3422	[your youngest] memory like your first- do you remember your first home	136.6530
77	DCB_int_01	137.2612	um, or your first- like, growing up in DC, tell me about it.	140.6279
78	DCB_se1_ag2_f_02	140.6068	My first home I would say was around-	144.2577
79	DCB_se1_ag2_f_02	145.8785	What was the name of them apartments?	147.2105
80	DCB_se1_ag2_f_02	147.2105	(pause 1.75)	148.9611
81	DCB_se1_ag2_f_02	148.9611	I cannot remember the name of the apartments.	150.8620
82	DCB_int_01	151.0981	But just [describe 'em.]	151.9825
83	DCB_se1_ag2_f_02	151.4302	[But basically] it was like a real hood like people got shot	155.9015
84	DCB_se1_ag2_f_02	156.1376	in the neighborhood, people were killed in the neighborhood,	158.4547
85	DCB_se1_ag2_f_02	158.4547	(pause 0.32)	158.7749
86	DCB_se1_ag2_f_02	158.7749	heard gunshots all the time, we weren't allowed to go outside.	161.8207
87	DCB_se1_ag2_f_02	161.8207	(pause 0.81)	162.6259
88	DCB_se1_ag2_f_02	162.6259	And things like that.	163.4863
89	DCB_se1_ag2_f_02	163.4863	(pause 0.15)	163.6383
90	DCB_se1_ag2_f_02	163.6383	I wanna remember the neighbor- this is like one of those neighborhoods everyone knows but I can't remember, so we lived around there for a while.	168.5900
91	DCB_se1_ag2_f_02	168.5900	(pause 0.33)	168.9220
92	DCB_se1_ag2_f_02	168.9220	Then my mom- I'm not sure why she moved I don't know if she got put out or she just wanted to move,	173.0131
93	DCB_se1_ag2_f_02	173.0131	(pause 0.32)	173.3293
94	DCB_se1_ag2_f_02	173.3293	I just know we packed up all our things put it into storage and we moved with my grandmother in	177.1230
95	DCB_se1_ag2_f_02	177.1230	(pause 0.24)	177.3671
96	DCB_se1_ag2_f_02	177.3671	Woodland, which is Langston Place.	179.4569
97	DCB_int_01	179.7735	Mm-hm.	180.2588
98	DCB_se1_ag2_f_02	180.8180	And	181.5140
99	DCB_se1_ag2_f_02	181.5140	(pause 0.18)	181.6984
100	DCB_se1_ag2_f_02	181.6984	we lived around /RD-ADDRESS-3/	183.0237
101	DCB_se1_ag2_f_02	183.0237	(pause 0.91)	183.9326
102	DCB_se1_ag2_f_02	183.9326	for a long time probably about ten years then my mom got a house,	187.3176
103	DCB_se1_ag2_f_02	187.3176	(pause 0.83)	188.1466
104	DCB_se1_ag2_f_02	188.1466	um,	188.6266
105	DCB_se1_ag2_f_02	188.6266	(pause 0.28)	188.9069
106	DCB_se1_ag2_f_02	188.9069	cause my dad had left.	189.9923
107	DCB_se1_ag2_f_02	189.9923	(pause 0.23)	190.2208
108	DCB_se1_ag2_f_02	190.2208	My dad had left and	191.2813
109	DCB_se1_ag2_f_02	191.2813	(pause 0.38)	191.6614
110	DCB_se1_ag2_f_02	191.6614	he was	192.3577
111	DCB_se1_ag2_f_02	192.3577	(pause 0.68)	193.0421
112	DCB_se1_ag2_f_02	193.0421	probably in another country somewhere, but them two weren't getting along and my mom was still pregnant with his-	196.8891
113	DCB_se1_ag2_f_02	196.8891	(pause 0.32)	197.2052
114	DCB_se1_ag2_f_02	197.2052	they had a baby- she was pregnant but they weren't /unintelligible/ so she got pregnant with my	200.5788
115	DCB_se1_ag2_f_02	200.5788	(pause 0.38)	200.9630
116	DCB_se1_ag2_f_02	200.9630	brother but they were broken up. So he was	203.1972
117	DCB_se1_ag2_f_02	203.1972	(pause 0.84)	204.0336
118	DCB_se1_ag2_f_02	204.0336	out of the country my mom is just	205.4403
119	DCB_se1_ag2_f_02	205.4403	(pause 0.12)	205.5623
120	DCB_se1_ag2_f_02	205.5623	taking care of us, th- herself.	207.1703
121	DCB_se1_ag2_f_02	207.1703	(pause 0.30)	207.4672
122	DCB_se1_ag2_f_02	207.4672	And, then-	208.2475
123	DCB_se1_ag2_f_02	208.2475	(pause 0.74)	208.9851
124	DCB_se1_ag2_f_02	208.9851	we li- we moved in a house on Massachusetts Avenue, we stayed there for about	212.8629
125	DCB_se1_ag2_f_02	212.8629	(pause 0.48)	213.3471
126	DCB_se1_ag2_f_02	213.3471	seven years.	214.4556
127	DCB_se1_ag2_f_02	214.4556	(pause 0.36)	214.8130
128	DCB_se1_ag2_f_02	214.8130	I know she got put out of that. It was like, um,	217.0397
129	DCB_se1_ag2_f_02	217.0397	(pause 0.43)	217.4743
130	DCB_se1_ag2_f_02	217.4743	yeah so we had to move back to /RD-SCHOOL-2/ with my grandmother.	219.8476
131	DCB_int_01	221.5254	Are your-	222.0374
132	DCB_int_01	222.0374	(pause 0.56)	222.5979
133	DCB_int_01	222.5979	so wait how many siblings do you have?	223.9885
134	DCB_se1_ag2_f_02	223.9767	I have two older sisters and one little brother.	226.1198
135	DCB_int_01	226.3808	Okay.	226.8582
136	DCB_int_01	226.8582	(pause 0.18)	227.0411
137	DCB_int_01	227.0411	[And did you] all live together?	228.2531
138	DCB_se1_ag2_f_02	227.0531	[/That's-/]	227.4091
139	DCB_se1_ag2_f_02	228.5899	Yes, um,	230.2037
140	DCB_se1_ag2_f_02	230.2037	(pause 0.16)	230.3667
141	DCB_se1_ag2_f_02	230.3667	yeah we did.	231.1509
142	DCB_se1_ag2_f_02	231.1509	(pause 0.12)	231.2751
143	DCB_se1_ag2_f_02	231.2751	My	231.8711
144	DCB_se1_ag2_f_02	231.8711	(pause 0.25)	232.1207
145	DCB_se1_ag2_f_02	232.1207	s- okay I have a older sister that's-	234.2497
146	DCB_se1_ag2_f_02	234.2497	(pause 0.46)	234.7099
147	DCB_se1_ag2_f_02	234.7099	she's about eight years older than me.	236.8219
148	DCB_se1_ag2_f_02	236.8219	(pause 0.60)	237.4204
149	DCB_se1_ag2_f_02	237.4204	And I have another sister that's six years older than me. My sister that's six years older than me she was like one of those like trouble kids.	243.3393
150	DCB_se1_ag2_f_02	243.3393	(pause 0.55)	243.8926
151	DCB_se1_ag2_f_02	243.8926	So it was like every time she'd get in trouble my mom would say, okay, you gotta go to your grandmother's, so she's just like back and forth.	248.5548
152	DCB_se1_ag2_f_02	248.5548	(pause 0.77)	249.3231
153	DCB_se1_ag2_f_02	249.3231	That was about it, other than that yeah we all lived together.	251.1812
154	DCB_int_01	251.9336	Um,	252.4336
155	DCB_int_01	252.4336	(pause 0.67)	253.1061
156	DCB_int_01	253.1061	so what-	253.6954
157	DCB_int_01	253.6954	(pause 0.33)	254.0265
158	DCB_int_01	254.0265	okay so you said you didn't play outside so what did you do as a kid like [growing up-]	257.7544
159	DCB_se1_ag2_f_02	257.2732	[Played with my sisters.]	258.1865
160	DCB_int_01	258.4098	In the [house?]	258.9900
161	DCB_se1_ag2_f_02	258.7179	[Yeah] in the house. Mm-hm.	259.8704
162	DCB_int_01	260.2866	So outside did you ever feel like	262.1173
163	DCB_int_01	262.1173	(pause 0.18)	262.3008
164	DCB_int_01	262.3008	there was a point where you were going to get hurt?	264.3377
165	DCB_se1_ag2_f_02	264.5258	Once we moved to Woodland which is strange she had- that's when she allowed us to go outside though,	268.1995
166	DCB_se1_ag2_f_02	268.1995	(pause 0.17)	268.3648
167	DCB_se1_ag2_f_02	268.3648	around Woodland cause we had family members that lived around there.	271.4463
168	DCB_se1_ag2_f_02	271.4463	(pause 0.56)	272.0105
169	DCB_se1_ag2_f_02	272.0105	So Woodland was like a	273.1390
170	DCB_se1_ag2_f_02	273.1390	(pause 0.38)	273.5152
171	DCB_se1_ag2_f_02	273.5152	I had my aunt, uncles, all lived there before they all branched off and moved to like Maryland	278.6872
172	DCB_se1_ag2_f_02	278.6872	(pause 0.18)	278.8709
173	DCB_se1_ag2_f_02	278.8709	and other places.	279.7829
174	DCB_int_01	279.8126	So you were safe in [an unsafe] neighborhood because you had [people-]	283.7904
175	DCB_se1_ag2_f_02	281.2332	[Woodland.]	281.8612
176	DCB_se1_ag2_f_02	281.8612	(pause 1.79)	283.6503
177	DCB_se1_ag2_f_02	283.6503	[People] yeah, because these were people that we'd known, like e- although it was a very unsafe neighborhood it was just like,	288.7167
178	DCB_se1_ag2_f_02	289.1181	it was more familiar. Like, we knew these people they wouldn't hurt us and things like that. They did things to other people but they wouldn't do it to us.	294.9673
179	DCB_int_01	295.5223	Gotcha.	296.1076
180	DCB_int_01	296.1076	(pause 0.18)	296.2826
181	DCB_int_01	296.2826	So what about elementary school?	297.8652
182	DCB_se1_ag2_f_02	298.2008	[Um-]	298.9727
183	DCB_int_01	298.4609	[Do you remember] a lot about elementary school?	300.0449
184	DCB_se1_ag2_f_02	300.3537	My first elementary school was /RD-SCHOOL-4/, um, my grandmother was a teacher there, so	304.7433
185	DCB_se1_ag2_f_02	304.7433	(pause 0.49)	305.2372
186	DCB_se1_ag2_f_02	305.2372	she took us back and forth to /RD-SCHOOL-4/.	307.8050
187	DCB_se1_ag2_f_02	307.8050	(pause 0.92)	308.7228
188	DCB_se1_ag2_f_02	308.7228	Um,	309.3992
189	DCB_se1_ag2_f_02	309.3992	(pause 1.02)	310.4169
190	DCB_se1_ag2_f_02	310.4169	that was in North- I think /RD-SCHOOL-4/'s in Northwest.	312.6297
191	DCB_se1_ag2_f_02	312.6297	(pause 0.69)	313.3222
192	DCB_se1_ag2_f_02	313.3222	I don't even know how I was able to go there because we lived in Southeast but I think because my grandmother,	317.7495
193	DCB_se1_ag2_f_02	317.7495	(pause 0.45)	318.1977
194	DCB_se1_ag2_f_02	318.1977	so yeah, but	319.2061
195	DCB_se1_ag2_f_02	319.2061	(pause 0.48)	319.6864
196	DCB_se1_ag2_f_02	319.6864	I don't remember much about /RD-SCHOOL-4/.	321.2711
197	DCB_int_01	321.4632	What about /RD-SCHOOL-2/?	322.2552
198	DCB_se1_ag2_f_02	322.3608	/RD-SCHOOL-2/ I remember a lot, um, that's when the nine eleven	325.6421
199	DCB_se1_ag2_f_02	325.6421	(pause 0.45)	326.0946
200	DCB_se1_ag2_f_02	326.0946	happened so I remember being in class with that.	328.0555
201	DCB_se1_ag2_f_02	328.0555	(pause 0.69)	328.7410
202	DCB_se1_ag2_f_02	328.7410	School shut, my mom came and got me.	331.2623
203	DCB_se1_ag2_f_02	331.2623	(pause 0.24)	331.4983
204	DCB_se1_ag2_f_02	331.4983	I didn't know what was going on,	332.6423
205	DCB_se1_ag2_f_02	332.6423	(pause 0.31)	332.9509
206	DCB_se1_ag2_f_02	332.9509	and I think <laugh> as a child and probably now it was just like, okay.	336.7073
207	DCB_se1_ag2_f_02	336.7073	(pause 0.62)	337.3262
208	DCB_se1_ag2_f_02	337.3262	Somebody- I- I was just always nonchalant about it like, okay somebody just	340.6260
209	DCB_se1_ag2_f_02	340.6260	(pause 0.46)	341.0812
210	DCB_se1_ag2_f_02	341.0812	took a plane and,	341.9225
211	DCB_se1_ag2_f_02	341.9225	(pause 0.31)	342.2337
212	DCB_se1_ag2_f_02	342.2337	like I was never sad about it like, I don't know [why but-]	344.8949
213	DCB_int_01	344.3187	[Mm.]	344.7973
214	DCB_se1_ag2_f_02	345.7073	I guess I didn't- because it was no one that I knew.	348.0736
215	DCB_se1_ag2_f_02	348.0736	(pause 0.47)	348.5458
216	DCB_se1_ag2_f_02	348.5458	It was just like another current event on the news, so.	350.8949
217	DCB_int_01	350.8820	And you were like eleven, right? [So it wasn't a-]	353.4043
218	DCB_se1_ag2_f_02	352.3358	[Yeah so it was just like]	353.6604
219	DCB_se1_ag2_f_02	353.9966	I saw everybody else saying thing- things like that was just like,	356.6099
220	DCB_se1_ag2_f_02	356.6099	(pause 0.77)	357.3834
221	DCB_se1_ag2_f_02	357.3834	what was your rush for coming to get me like, we were [playing in school, like, <laugh> like, some-]	362.3813
222	DCB_se2_ag2_f_01	359.2362	[<laugh> /inaudible/ so out of] control.	363.0736
223	DCB_se1_ag2_f_02	363.0792	So.	363.5325
224	DCB_se1_ag2_f_02	363.5325	(pause 0.21)	363.7395
225	DCB_se1_ag2_f_02	363.7395	But I'm [still like that to this day like,]	365.6242
226	DCB_se1_ag2_f_04	364.2424	[/unintelligible/]	364.7217
227	DCB_se2_ag2_f_01	364.9864	[/I was gonna/] say that.	366.2047
228	DCB_se1_ag2_f_02	366.2367	I don't know why I'm like that but it's just-	367.9175
229	DCB_se1_ag2_f_02	367.9175	(pause 0.93)	368.8511
230	DCB_se1_ag2_f_02	368.8511	Things that everybody else can be crying about, I'm like, girl, like, it's not that serious, like,	372.9970
231	DCB_se1_ag2_f_02	372.9970	(pause 0.48)	373.4772
232	DCB_se1_ag2_f_02	373.4772	so.	373.8574
233	DCB_int_01	373.9175	Have anything like really just shaken you to the core like- and- and- and you don't have to share if you don't [want to but like] something that's just like,	380.1255
234	DCB_se1_ag2_f_02	378.5448	[Uh-huh.]	379.0061
235	DCB_int_01	380.3977	messed you all up emotion like, I just can't, this is too much?	383.4403
236	DCB_se1_ag2_f_02	383.4465	I would sa- n- I still wasn't messed up to the- but I was like- I would say like the- the most that ever hit me	388.6741
237	DCB_se1_ag2_f_02	388.6741	(pause 0.50)	389.1722
238	DCB_se1_ag2_f_02	389.1722	was /RD-NAME-2/ passing away like I've been-	391.9882
239	DCB_se1_ag2_f_02	391.9882	(pause 0.29)	392.2736
240	DCB_se1_ag2_f_02	392.2736	I've been molested before and it still- when that happened I was just like,	395.0361
241	DCB_se1_ag2_f_02	395.0361	(pause 1.94)	396.9810
242	DCB_se1_ag2_f_02	396.9810	okay, like,	398.0370
243	DCB_se1_ag2_f_02	398.0370	(pause 0.19)	398.2308
244	DCB_se1_ag2_f_02	398.2308	he did this, okay what's next? And that was it. But I wasn't like, oh my god, like, my world's ruined and- no.	403.8454
245	DCB_se1_ag2_f_02	403.8454	(pause 0.43)	404.2776
246	DCB_se1_ag2_f_02	404.2776	Never was like that.	404.9976
247	DCB_int_01	405.3593	Mm.	405.7914
248	DCB_se1_ag2_f_02	406.2998	So.	406.7118
249	DCB_int_01	407.4003	Um, so I'll ask you- so okay, moving on to- to middle school then we'll come back,	411.7035
250	DCB_se1_ag2_f_02	411.7355	Mm-hm.	412.1277
251	DCB_int_01	412.1557	um, but moving to middle school, you went to- I forgot what you s- which one.	415.9255
252	DCB_int_01	415.9255	(pause 1.01)	416.9311
253	DCB_int_01	416.9311	[<singing>]	418.6199
254	DCB_se2_ag2_f_01	418.1957	[/RD-SCHOOL-2/.]	418.6277
255	DCB_int_01	418.7160	/RD-SCHOOL-2/.	419.2106
256	DCB_se1_ag2_f_02	419.9806	[I hated going to /RD-SCHOOL-2/.]	421.0272
257	DCB_int_01	420.0086	[And high school?]	420.8206
258	DCB_se2_ag2_f_01	420.7009	[/inaudible/]	423.0780
259	DCB_int_01	421.0170	[Okay.]	421.5717
260	DCB_int_01	422.0855	[Why did you hate going-] okay.	423.7472
261	DCB_se1_ag2_f_02	423.7678	Because it was the neighborhood school and I wasn't supposed to go to /RD-SCHOOL-2/, I was supposed to- during this time my mom was getting- cause I had	429.8756
262	DCB_se1_ag2_f_02	429.8756	(pause 0.32)	430.1997
263	DCB_se1_ag2_f_02	430.1997	a niece	430.8824
264	DCB_se1_ag2_f_02	430.8824	(pause 0.50)	431.3843
265	DCB_se1_ag2_f_02	431.3843	and a brother they're the same age so my mom and my sister were pregnant at the same time.	434.4910
266	DCB_int_01	434.4789	Mm-hm.	434.8150
267	DCB_se1_ag2_f_02	434.8671	And so	435.3578
268	DCB_se1_ag2_f_02	435.3578	(pause 0.21)	435.5634
269	DCB_se1_ag2_f_02	435.5634	my mom was trying to transfer all us to a private school so they- their scholarship had went through, they had started pro- my scholarship was still in the process so,	442.6840
270	DCB_se1_ag2_f_02	442.6840	(pause 0.23)	442.9161
271	DCB_se1_ag2_f_02	442.9161	she was like, you can just go to /RD-SCHOOL-2/ for one year and then the next year,	445.7654
272	DCB_se1_ag2_f_02	445.7654	(pause 0.72)	446.4817
273	DCB_se1_ag2_f_02	446.4817	um,	447.0310
274	DCB_se1_ag2_f_02	447.0310	(pause 0.34)	447.3714
275	DCB_se1_ag2_f_02	447.3714	we'll c-	448.1037
276	DCB_se1_ag2_f_02	448.1037	(pause 0.22)	448.3253
277	DCB_se1_ag2_f_02	448.3253	continue doing the /payment/ so you can go, and I was like, I don't wanna go to school, this is a neighborhood school, like,	452.7338
278	DCB_se1_ag2_f_02	452.7338	(pause 0.55)	453.2873
279	DCB_se1_ag2_f_02	453.2873	I-	453.5514
280	DCB_se1_ag2_f_02	453.5514	(pause 0.09)	453.6395
281	DCB_se1_ag2_f_02	453.6395	the kids were rough to me like, you know, I didn't know how it was gonna go but it ended up being a great experience.	458.3857
282	DCB_se1_ag2_f_02	458.3857	(pause 0.24)	458.6276
283	DCB_se1_ag2_f_02	458.6276	Like in the beginning I was like, I don't wanna go to this school, but my mom was like, well there's no other options, but I ended up loving it. But in the beginning I was like, I don't wanna go to this school.	465.3233
284	DCB_int_01	465.7115	Why?	466.1837
285	DCB_se1_ag2_f_02	466.8280	Cause it was neighborhoods like w- they were rough, [<laugh>] like, I didn't wanna go there.	471.3553
286	DCB_se2_ag2_f_01	468.7009	[/inaudible/]	469.8356
287	DCB_int_01	471.3473	But no- but I mean why did it [end up being- embracing] the [experience?]	473.9751
288	DCB_se1_ag2_f_02	472.2358	[Oh why'd I li-]	473.0264
289	DCB_se1_ag2_f_02	473.0264	(pause 0.74)	473.7685
290	DCB_se1_ag2_f_02	473.7685	[I think] because it was so hood.	475.2831
291	DCB_se2_ag2_f_01	475.4612	[<laugh>]	479.4630
292	DCB_se1_ag2_f_02	475.7254	[<laugh>]	478.4230
293	DCB_int_01	476.1628	[<laugh>]	478.5799
294	DCB_int_01	479.0721	[I ain't like it] because it was hood but it was great because it was [hood.]	481.3635
295	DCB_se1_ag2_f_02	481.2211	[Right, you know how you-	482.2851
296	DCB_se1_ag2_f_02	482.6298	like it- I- my- my childhood was, uh, it was like-	485.5138
297	DCB_se1_ag2_f_02	485.5138	(pause 0.15)	485.6644
298	DCB_se1_ag2_f_02	485.6644	[My mom- and it's- it's like] I am now with my sons like, I live in a hood, but it's like	489.0938
299	DCB_se2_ag2_f_01	485.6644	[<laugh>]	486.8911
300	DCB_se1_ag2_f_02	489.3714	you try your best to	490.7440
301	DCB_se1_ag2_f_04	491.2282	Branch out to [the-]	492.2402
302	DCB_se1_ag2_f_02	492.0126	[No], you try your best to pr- cause I have two others- I m- I have two sons. [They're five and seven.]	496.0762
303	DCB_int_01	495.4034	[Mm.]	495.8356
304	DCB_se1_ag2_f_02	496.3958	So you try your best to like, protect them from that.	498.7849
305	DCB_se1_ag2_f_02	498.7849	(pause 0.29)	499.0771
306	DCB_se1_ag2_f_02	499.0771	Like although my kids in the hood,	500.3777
307	DCB_se1_ag2_f_02	500.3777	(pause 0.20)	500.5818
308	DCB_se1_ag2_f_02	500.5818	I-	500.9311
309	DCB_se1_ag2_f_02	500.9311	(pause 0.29)	501.2193
310	DCB_se1_ag2_f_02	501.2193	they don't feel like they're in the hood. [So that was] my mom's thing like, we're in the hood but	505.3052
311	DCB_int_01	503.0441	[Mm.]	503.4763
312	DCB_se1_ag2_f_02	505.5773	you don't have to-	506.5831
313	DCB_se1_ag2_f_02	506.5831	(pause 0.18)	506.7609
314	DCB_se1_ag2_f_02	506.7609	I'm not gonna treat you like you're in the hood, you don't have to talk like this, you know so, it's just like, although we in the hood I try my best to like,	512.0177
315	DCB_se1_ag2_f_02	512.0177	(pause 0.41)	512.4257
316	DCB_se1_ag2_f_02	512.4257	still show you the nice part of life.	514.2197
317	DCB_se1_ag2_f_02	514.2197	(pause 0.72)	514.9441
318	DCB_se1_ag2_f_02	514.9441	So it was like that with my mom.	516.1894
319	DCB_se1_ag2_f_02	516.1894	(pause 0.18)	516.3727
320	DCB_se1_ag2_f_02	516.3727	So.	516.7489
321	DCB_int_01	516.7929	And when you say show them the ni- like what do you mean like how do [you-]	519.8004
322	DCB_se1_ag2_f_02	519.4154	[Like] anything	520.9407
323	DCB_se1_ag2_f_02	521.4003	a person making a hundred K a year,	523.4292
324	DCB_se1_ag2_f_02	523.4292	(pause 0.28)	523.7134
325	DCB_se1_ag2_f_02	523.7134	I'm able to do that. So I take them on trips, you know, I show them nice things I get 'em out here,	528.0417
326	DCB_se1_ag2_f_02	528.0417	(pause 0.17)	528.2127
327	DCB_se1_ag2_f_02	528.2127	I buy them nice clothes and stuff like that so you won't-	530.5698
328	DCB_se1_ag2_f_02	530.5698	(pause 0.29)	530.8551
329	DCB_se1_ag2_f_02	530.8551	there- there's always food on the table, there's always-	533.3511
330	DCB_se1_ag2_f_02	533.3511	(pause 0.57)	533.9205
331	DCB_se1_ag2_f_02	533.9205	Like I've been without electricity, um,	536.1654
332	DCB_se1_ag2_f_02	536.1654	(pause 0.76)	536.9231
333	DCB_se1_ag2_f_02	536.9231	that's a-	537.2753
334	DCB_se1_ag2_f_02	537.2753	(pause 0.16)	537.4394
335	DCB_se1_ag2_f_02	537.4394	that was another story. I don't even know if y'all know that.	539.2242
336	DCB_se1_ag2_f_02	539.2242	(pause 0.36)	539.5884
337	DCB_se1_ag2_f_02	539.5884	Okay my- I had a- I've been on my own since I was seventeen.	542.5710
338	DCB_se1_ag2_f_02	542.5710	(pause 0.48)	543.0472
339	DCB_se1_ag2_f_02	543.0472	Had my first place when I was eighteen.	544.4510
340	DCB_se1_ag2_f_02	544.4510	(pause 0.34)	544.7920
341	DCB_se1_ag2_f_02	544.7920	So I experienced having no lights	547.1771
342	DCB_se1_ag2_f_02	547.1771	(pause 0.16)	547.3372
343	DCB_se1_ag2_f_02	547.3372	in my- in my first apartment.	548.6258
344	DCB_se1_ag2_f_02	548.6258	(pause 0.24)	548.8671
345	DCB_se1_ag2_f_02	548.8671	I was like, oh no we're never gonna be there, no ma'am, my lights are never gonna get cut off again like that.	552.7568
346	DCB_se1_ag2_f_02	552.7568	(pause 0.20)	552.9570
347	DCB_se1_ag2_f_02	552.9570	So it was like things like that I don't ever wanna experience again.	555.1580
348	DCB_se1_ag2_f_02	555.1580	(pause 0.36)	555.5147
349	DCB_se1_ag2_f_02	555.5147	And like with my oldest son, we went like from house to house to house to house before and I was like, oh we're never gonna be without a house.	560.4137
350	DCB_se1_ag2_f_02	560.4137	(pause 0.31)	560.7231
351	DCB_se1_ag2_f_02	560.7231	And then it was like,	561.5644
352	DCB_se1_ag2_f_02	561.5644	(pause 0.12)	561.6835
353	DCB_se1_ag2_f_02	561.6835	I gotta make sure we always have our own place so it was like stuff like that.	564.2341
